id,label,source_id,source_kind,url_domain,summary_length,mission_count,keyword_score,title_text,summary_text
b610f25cd0fced70b61de558545b03f49db9941ee1449a9c7d5aa8c68ed12799,gold,arxiv-cs-cl,arxiv,arxiv.org,1733,1,56,[2603.18822v1] Detecting Basic Values in A Noisy Russian Social Media Text Data: A Multi-Stage Classification Framework,"This study presents a multi-stage classification framework for detecting human values in noisy Russian language social media, validated on a random sample of 7.5 million public text posts. Drawing on Schwartz's theory of basic human values, we design a multi-stage pipeline that includes spam and nonpersonal content filtering, targeted selection of value relevant and politically relevant posts, LLM based annotation, and multi-label classification. Particular attention is given to verifying the quality of LLM annotations and model predictions against human experts. We treat human expert annotations not as ground truth but as an interpretative benchmark with its own uncertainty. To account for annotation subjectivity, we aggregate multiple LLM generated judgments into soft labels that reflect varying levels of agreement. These labels are then used to train transformer based models capable of predicting the probability of each of the ten basic values. The best performing model, XLM RoBERTa large, achieves an F1 macro of 0.83 and an F1 of 0.71 on held out test data. By treating value detection as a multi perspective interpretive task, where expert labels, GPT annotations, and model predictions represent coherent but not identical readings of the same texts, we show that the model generally aligns with human judgments but systematically overestimates the Openness to Change value domain. Empirically, the study reveals distinct patterns of value expression and their co-occurrence in Russian social networks, contributing to a broader research agenda on cultural variation, communicative framing, and value based interpretation in digital environments. All models are released publicly. (Maria Milkova, Maksim Rudnev)"
0e65cfa3b129f85fa5e6f5bdec9699b69aca0fc150b0b0ffedb505152af436a6,gold,arxiv-cs-cl,arxiv,arxiv.org,1596,3,63.5,[2603.18788v1] Mi:dm K 2.5 Pro,"The evolving LLM landscape requires capabilities beyond simple text generation, prioritizing multi-step reasoning, long-context understanding, and agentic workflows. This shift challenges existing models in enterprise environments, especially in Korean-language and domain-specific scenarios where scaling is insufficient. We introduce Mi:dm K 2.5 Pro, a 32B parameter flagship LLM designed to address enterprise-grade complexity through reasoning-focused optimization. Our methodology builds a robust data foundation via a quality-centric curation pipeline utilizing abstract syntax tree (AST) analysis for code, gap-filling synthesis for mathematics, and an LLM-based quality evaluator. Pre-training scales the model via layer-predictor-based Depth Upscaling (DuS) and a progressive strategy supporting a 128K token context window. Post-training introduces a specialized multi-stage pipeline, including Reasoning SFT, model merging, and asynchronous reinforcement learning (RL), to develop complex problem-solving skills. ""Fusion Training"" then rebalances these capabilities with conversational fluency, consistent response styling, and reliable tool-use. The evaluations show that Mi:dm K 2.5 Pro achieves competitive performance against leading global and domestic models. In addition, it sets state-of-the-art results on Korean-specific benchmarks, showcasing deep linguistic and cultural understanding. Finally, Responsible AI evaluations validate safety against attacks, ensuring a secure profile for deployment with a balance of harmlessness and responsiveness. (KT Tech innovation Group)"
bcd704f71bbeaf0cad751cd107e0a1d5fd137fa483f9f296bac146fce5f712e3,gold,arxiv-cs-ai,arxiv,arxiv.org,980,3,56.25,"[2603.19223v1] F2LLM-v2: Inclusive, Performant, and Efficient Embeddings for a Multilingual World","We present F2LLM-v2, a new family of general-purpose, multilingual embedding models in 8 distinct sizes ranging from 80M to 14B. Trained on a newly curated composite of 60 million publicly available high-quality data samples, F2LLM-v2 supports more than 200 languages, with a particular emphasis on previously underserved mid- and low-resource languages. By integrating a two-stage LLM-based embedding training pipeline with matryoshka learning, model pruning, and knowledge distillation techniques, we present models that are far more efficient than previous LLM-based embedding models while retaining competitive performances. Extensive evaluations confirm that F2LLM-v2-14B ranks first on 11 MTEB benchmarks, while the smaller models in the family also set a new state of the art for resource-constrained applications. To facilitate open-source embedding model research, we release all models, data, code, and intermediate checkpoints. (Ziyin Zhang, Zihan Liao, Hang Yu et al.)"
ca8a043b1a8eecda2bf6a00275b04da8974ea109b4ed502b108297c6f867fb90,gold,arxiv-cs-ai,arxiv,arxiv.org,1200,3,47.25,[2603.19220v1] Nemotron-Cascade 2: Post-Training LLMs with Cascade RL and Multi-Domain On-Policy Distillation,"We introduce Nemotron-Cascade 2, an open 30B MoE model with 3B activated parameters that delivers best-in-class reasoning and strong agentic capabilities. Despite its compact size, its mathematical and coding reasoning performance approaches that of frontier open models. It is the second open-weight LLM, after DeepSeekV3.2-Speciale-671B-A37B, to achieve Gold Medal-level performance in the 2025 International Mathematical Olympiad (IMO), the International Olympiad in Informatics (IOI), and the ICPC World Finals, demonstrating remarkably high intelligence density with 20x fewer parameters. In contrast to Nemotron-Cascade 1, the key technical advancements are as follows. After SFT on a meticulously curated dataset, we substantially expand Cascade RL to cover a much broader spectrum of reasoning and agentic domains. Furthermore, we introduce multi-domain on-policy distillation from the strongest intermediate teacher models for each domain throughout the Cascade RL process, allowing us to efficiently recover benchmark regressions and sustain strong performance gains along the way. We release the collection of model checkpoint and training data. (Zhuolin Yang, Zihan Liu, Yang Chen et al.)"
2cba5b375956bfab4acda2473f990551ffd41189ba4e921bdf0cab22533a164f,soft,arxiv-cs-ai,arxiv,arxiv.org,1119,3,75.25,[2603.19191v1] OS-Themis: A Scalable Critic Framework for Generalist GUI Rewards,"Reinforcement Learning (RL) has the potential to improve the robustness of GUI agents in stochastic environments, yet training is highly sensitive to the quality of the reward function. Existing reward approaches struggle to achieve both scalability and performance. To address this, we propose OS-Themis, a scalable and accurate multi-agent critic framework. Unlike a single judge, OS-Themis decomposes trajectories into verifiable milestones to isolate critical evidence for decision making and employs a review mechanism to strictly audit the evidence chain before making the final verdict. To facilitate evaluation, we further introduce OmniGUIRewardBench (OGRBench), a holistic cross-platform benchmark for GUI outcome rewards, where all evaluated models achieve their best performance under OS-Themis. Extensive experiments on AndroidWorld show that OS-Themis yields a 10.3% improvement when used to support online RL training, and a 6.9% gain when used for trajectory validation and filtering in the self-training loop, highlighting its potential to drive agent evolution. (Zehao Li, Zhenyu Wu, Yibo Zhao et al.)"
d210fd96f945b37f90af58ef0e4baf5a5a7532891700ff9be5bfae676e9e8881,gold,arxiv-cs-ai,arxiv,arxiv.org,1284,3,57.5,[2603.19182v1] Box Maze: A Process-Control Architecture for Reliable LLM Reasoning,"Large language models (LLMs) demonstrate strong generative capabilities but remain vulnerable to hallucination and unreliable reasoning under adversarial prompting. Existing safety approaches -- such as reinforcement learning from human feedback (RLHF) and output filtering -- primarily operate at the behavioral level and may lack explicit architectural mechanisms for enforcing reasoning process integrity. This paper proposes the Box Maze framework, a conceptual process-control architecture that decomposes LLM reasoning into three explicit layers: memory grounding, structured inference, and boundary enforcement. We introduce preliminary simulation-based evaluation involving progressive boundary erosion scenarios across multiple heterogeneous LLM systems (DeepSeek-V3, Doubao, Qwen). Results from n=50 adversarial scenarios suggest that explicit cognitive control layers may improve consistency in boundary maintenance, with architectural constraints reducing boundary failure rates from approximately 40% (baseline RLHF) to below 1% under adversarial conditions. While current validation is simulation-based, these preliminary results indicate that process-level control may offer a promising direction for improving reliability in large language model reasoning. (Zou Qiang)"
fc8612d61f0d813851a88e422fe3d1a6c21c6d0cc62494275fc230d37cda21ba,negative,arxiv-cs-ai,arxiv,arxiv.org,1343,3,57.5,[2511.21399v3] Steering Awareness: Detecting Activation Steering from Within,"Activation steering -- adding a vector to a model's residual stream to modify its behavior -- is widely used in safety evaluations as if the model cannot detect the intervention. We test this assumption, introducing steering awareness: a model's ability to infer, during its own forward pass, that a steering vector was injected and what concept it encodes. After fine-tuning, seven instruction-tuned models develop strong steering awareness on held-out concepts; the best reaches 95.5% detection, 71.2% concept identification, and zero false positives on clean inputs. This generalizes to unseen steering vector construction methods when their directions have high cosine similarity to the training distribution but not otherwise, indicating a geometric detector rather than a generic anomaly detector. Surprisingly, detection does not confer resistance; on both factual and safety benchmarks, detection-trained models are consistently more susceptible to steering than their base counterparts. Mechanistically, steering awareness arises not from a localized circuit, but from a distributed transformation that progressively rotates diverse injected vectors into a shared detection direction. Activation steering should therefore not be considered an invisible intervention in safety evaluations. (Joshua Fonseca Rivera, David Demitri Africa)"
825237c2e2f8913af05551f3b1710f72d45e63927e46c656aea7961ce2b319e8,soft,arxiv-cs-cl,arxiv,arxiv.org,1564,3,61.25,[2507.02768v2] DeSTA2.5-Audio: Toward General-Purpose Large Audio Language Model with Self-Generated Cross-Modal Alignment,"We introduce DeSTA2.5-Audio, a general-purpose Large Audio Language Model (LALM) designed for robust auditory perception and instruction-following. Recent LALMs augment Large Language Models (LLMs) with auditory capabilities by training on large-scale audio-instruction datasets. However, existing LALMs have often suffered from the catastrophic forgetting of the LLM's original abilities. Therefore, balancing knowledge retention and audio perception has become a critical challenge. To address this, we revisit the data construction pipeline and propose a self-generated cross-modal alignment strategy in which the backbone LLM generates its own training targets, named DeSTA. This approach aims at preserving the LLM's native language proficiency thereby enabling zero-shot generalization without task-specific tuning. We construct DeSTA-AQA5M, a large-scale, task-agnostic dataset containing 5 million training samples derived from 7,000 hours of audio spanning 50 diverse datasets, including speech, environmental sounds, and music. DeSTA2.5-Audio achieves state-of-the-art or competitive performance across a wide range of audio-language benchmarks, including Dynamic-SUPERB, MMAU, SAKURA, Speech-IFEval, and VoiceBench. Comprehensive comparative studies demonstrate that our self-generated strategy outperforms existing training strategies. Our findings underscore the importance of carefully designed data construction in LALM development and offer practical insights for building robust, general-purpose LALMs. (Ke-Han Lu, Zhehuai Chen, Szu-Wei Fu et al.)"
5b14ef97269c799eeda09e08698aadcaa467f8112ad47acdb2679b8026dfb74c,gold,github-anthropic-cookbook,github-commits,github.com,989,2,56,anthropics/anthropic-cookbook: feat(claude_agent_sdk): add OpenAI migration guide + SRE README + minor sync (#449),"* docs: add Notebook 03 SRE agent to README + minor sync from private  - Add Notebook 03 (Site Reliability Agent) section to claude_agent_sdk/README.md   The cookbook was published in #391 but the README was never updated - Add site_reliability_agent/ to the agent implementations list - .gitignore: ignore .claude/skills/*/tmp/ directories - CLAUDE.md: clarify API key guidance (dotenv.load_dotenv pattern)  * feat(claude_agent_sdk): add OpenAI Agents SDK migration guide  Adds Notebook 04 which walks through porting an OpenAI Agents SDK app to the Claude Agent SDK, mapping each primitive (tools, guardrails, sessions, handoffs) through a single expense-approval agent example.  - claude_agent_sdk/04_migrating_from_openai_agents_sdk.ipynb: the notebook - claude_agent_sdk/.env.example: add OPENAI_API_KEY (runs both SDKs side-by-side) - claude_agent_sdk/pyproject.toml: add openai-agents==0.9.3, bound python <3.13 - authors.yaml: add preston-tuggle - registry.yaml: add notebook entry"
83a5db1a04083041e1dd043f4f0d6606cd9e4e5b4c4dfdb35549018e14c207a8,gold,github-anthropic-cookbook,github-commits,github.com,3693,2,68.75,anthropics/anthropic-cookbook: docs(claude_agent_sdk): add site reliability agent cookbook (#391),"* Refine notebook: streamline intro, split cells, add hyperlinks, move hooks to infra_setup.py  - Streamline intro section (cut from 4 paragraphs to 2, remove 'strong agent use case' bullets) - Split large cells: separate prompts from execution, system prompt from agent config - Move hook generation from notebook into infra_setup.py - Add hyperlinks to all companion file references (infra_setup.py, sre_mcp_server.py, sre_bot_slack.py) - Add %pip install cell - Fix string indentation in tool definitions - Move architecture_diagram.png to examples/ - Update all paths for site_reliability_agent/ directory structure  * Address code review feedback: security fixes, type annotations, error handling  sre_mcp_server.py: - Fix path traversal in read/edit_config_file using pathlib.resolve() - Fix shell injection in get_container_logs (create_subprocess_exec) - Fix typo in commit hash ('a]7f3d2e' -> 'a7f3d2e') - Surface errors in get_service_health instead of silent except:pass - Fix type annotations: str=None -> str|None=None (6 occurrences) - Remove duplicate datetime import in write_postmortem - Add missing pathlib import  infra_setup.py: - Move 'import stat' from mid-file to top-level imports  sre_bot_slack.py: - Bound active_threads dict with MAX_ACTIVE_THREADS eviction  notebook: - Update Python version prerequisite from 3.10+ to 3.11+ - Add -q flag to pip install cell - Add API key validation after load_dotenv() - Update model to claude-sonnet-4-6  * Update console.anthropic.com link to platform.claude.ai  * Address review feedback: security, docs, dependencies, authors  sre_mcp_server.py: - Restrict docker-compose subcommands to allowlist - Add html.escape() to generate_postmortem_content - Use PROJECT_ROOT in write_postmortem - Clarify simulated tools in docstrings  infra_setup.py: - Remove deprecated docker-compose version key - Add host.docker.internal comment  sre_bot_slack.py: - Add model=claude-sonnet-4-6 - Add webhook signature verification note - Use load_doten"
f615cd3eeae22e7b8a319014cec85fc32425e70b06b8db0d433ae91052877383,gold,rss-every-source-code,rss,every.to,3594,3,76.25,"Compound Engineering Camp: Every Step, From Scratch","by Katie Parrott in Source Code Midjourney/Every illustration. TL;DR: Cora general manager Kieran Klaassen has written prolifically about compound engineering , his philosophy of software engineering for the AI age. In this piece, based on a camp he gave for paid subscribers a few weeks ago, we get an inside look at how exactly Kieran builds with the compound engineering plugin for the first time. He walks through, step by step, the process of going from a single prompt to a working app in under an hour. If you’ve been curious about how to build with compound engineering, this is the piece to read.— Kate Lee Was this newsletter forwarded to you? Sign up to get it in your inbox. This time last year, any time Kieran Klaassen opened a new session in Claude Code, he started from scratch. The lessons from his past code reviews, the style preferences he’d painstakingly explained, and the bugs he’d already flagged—Kieran remembered them all, but from the machine’s perspective, it was like it had never happened. He’d been building Cora , Every’s AI email assistant, and getting tired of copy-pasting the same prompts, correcting the same overengineered tests, and flagging the same bugs. “A human would remember,” Kieran said. “The AI wouldn’t.” So he decided to create a system that would remember—one that plans before it codes, reviews outputs to enforce his taste, and stores every lesson so the AI applies it next time. The result is what we now know as compound engineering , a signature approach to coding with AI where every bug, fix, and code review makes the system permanently smarter. The official compound engineering plugin has more than 10,000 GitHub stars and is used by a growing community of builders, including engineers at Google and Amazon, who say it changed how they think about software. At our first Compound Engineering Camp , Kieran walked subscribers through the full loop live, building an app from a one-line prompt to a working product in under an hour. Below i"
968c647125aa56f5c39d693e0a324951ef5f74b4e03fee008251e2bca41dfb75,gold,rss-every-source-code,rss,every.to,3993,3,65,How to Build Agent-native: Lessons From Four Apps,"by Katie Parrott in Source Code Midjourney/Every illustration. Was this newsletter forwarded to you? Sign up to get it in your inbox. Dan Shipper scanned a page from Erik Larson ’s Winston Churchill biography, The Splendid and the Vile, and pressed save. The app he was demo-ing identified the book, generated a summary, and produced character breakdowns calibrated to exactly where he was in the story—no spoilers past page 203. Nobody programmed it to do any of this. Instead, Dan’s app has a handful of basic tools—“read file,” “write file,” and “search the web”—and an AI agent smart enough to combine them in a way that matches the user’s request. When it generates a summary, for example, that’s the agent deciding on its own to search the web, pull in relevant information, and write a file that the app displays. This is what we call agent-native architecture —or, in Dan’s shorthand, “ Claude Code in a trench coat .” On the surface, it looks like regular software, but instead of pre-written code dictating every move the software makes, each interaction routes to an underlying agent that figures out what to do. There’s still code involved—it makes up the interface and defines the tools that are available to the agent. But the agent decides which tools to use and when, combining them in ways the developer never explicitly programmed. At our first Agent Native Camp, Dan and the general managers of our software products Cora , Sparkle , and Monologue shared how they’re each building in light of this fundamental shift. They’re working at different scales and with different constraints, so they’re drawing the lines in different places. Here’s what they shared about how the architecture works, what it looks like in production, and what goes wrong when you get it right. Key takeaways The AI is the app. Instead of coding every feature, you define a few simple tools the AI is allowed to use—for instance, read a file, write a file, and search the web. When you ask it to do somethi"
